Name,Class,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160
potato001.png,p,0.01805763,0.09480257,0.0541729,0.1173746,0.02708645,0.03160086,0.07674494,0.009028816,0.01805763,0.06320171,0.0586873,0.01805763,0.04062967,0.04062967,0.03611526,0.09028816,0.08125935,0.1264034,0.06771612,0.009028816,0.04514408,0.06320171,0.04062967,0.07223053,0.09931698,0.1896051,0.1264034,0.06771612,0.2121772,0.04965849,0.1173746,0.0541729,0.03160086,0.04514408,0.03611526,0.04965849,0.03160086,0.06771612,0.08125935,0.09931698,0.07223053,0.06771612,0.0541729,0.07223053,0.004514408,0.09480257,0.07674494,0.0586873,0.04514408,0.08125935,0.09028816,0.06771612,0.1264034,0.03611526,0.03160086,0.04965849,0.04965849,0.1534899,0.08125935,0.04514408,0.0586873,0.02257204,0.0586873,0.09480257,0.0586873,0.06320171,0.0586873,0.004514408,0.0541729,0.02708645,0.04965849,0.02708645,0.04062967,0.0541729,0.1670331,0.0586873,0.09028816,0.004514408,0.02708645,0.03160086,0.02708645,0.09028816,0.02257204,0.09480257,0.08577375,0.07223053,0.03611526,0.04062967,0.06771612,0.1309178,0.1264034,0.09931698,0.07674494,0.07674494,0.06771612,0.04965849,0.04965849,0.02708645,0.04965849,0.03160086,0.1625187,0.06771612,0.1354322,0.09480257,0.08125935,0.09931698,0.02257204,0.01354322,0.03611526,0.0586873,0.04965849,0.02708645,0.01805763,0.1309178,0.1309178,0.06320171,0.1083458,0.04514408,0.04062967,0.1038314,0.07674494,0.009028816,0.1083458,0.08577375,0.04965849,0.0541729,0.1083458,0.1309178,0.009028816,0.04514408,0.1128602,0.06771612,0.0541729,0.06320171,0.07674494,0.01354322,0.04965849,0.04965849,0.07223053,0.1264034,0.1038314,0.1850907,0.1354322,0.01805763,0.07223053,0.1444611,0.01805763,0.02708645,0.04514408,0.04062967,0.1580043,0.04514408,0.03611526,0.1038314,0.08125935,0.03160086,0.0586873,0.121889,0.1399467,0.02257204
potato002.png,p,0.009682759,0.05809655,0.1355586,0.02904828,0,0.05809655,0.01936552,0.04841379,0,0.1161931,0.009682759,0.02904828,0.009682759,0,0.3582621,0.01936552,0.07746207,0,0,0.04841379,0.01936552,0,0.09682759,0,0.05809655,0.05809655,0.009682759,0.02904828,0.03873103,0.1355586,0.009682759,0.01936552,0.04841379,0.009682759,0.1258759,0.04841379,0.05809655,0.07746207,0.02904828,0.1065103,0.009682759,0.01936552,0.01936552,0,0.01936552,0,0.02904828,0.04841379,0.04841379,0.05809655,0.01936552,0.1936552,0.03873103,0.03873103,0.009682759,0.009682759,0.05809655,0.06777931,0.009682759,0.009682759,0.009682759,0.01936552,0.009682759,0.02904828,0.02904828,0.1065103,0.1742897,0.2227035,0.03873103,0.009682759,0.02904828,0.05809655,0.009682759,0.03873103,0.08714483,0.04841379,0.06777931,0.02904828,0.02904828,0.009682759,0.01936552,0.01936552,0,0,0.02904828,0.009682759,0.08714483,0.04841379,0.02904828,0.1355586,0.06777931,0.01936552,0.1258759,0.06777931,0.009682759,0.1646069,0.03873103,0.05809655,0.1742897,0.009682759,0.01936552,0.04841379,0.009682759,0.02904828,0.009682759,0.1839724,0.009682759,0.1742897,0.05809655,0.01936552,0.09682759,0.009682759,0.009682759,0.2711172,0.2614345,0.02904828,0.02904828,0.01936552,0.009682759,0.1161931,0.009682759,0.01936552,0.06777931,0.009682759,0.02904828,0.01936552,0.01936552,0.009682759,0.02904828,0.009682759,0.01936552,0.009682759,0.03873103,0.07746207,0.1161931,0.05809655,0.009682759,0.2323862,0.01936552,0.01936552,0.1161931,0.08714483,0.01936552,0.2323862,0.009682759,0.03873103,0.03873103,0.1646069,0.03873103,0.03873103,0.04841379,0.03873103,0.009682759,0.02904828,0.02904828,0.009682759,0.009682759,0.05809655,0,0
potato003.png,p,0.02260446,0.1243245,0.01412779,0.1186734,0.008476674,0.03673225,0.09889452,0,0.05933671,0.1158479,0.07063895,0.07346451,0.05651116,0.09889452,0.03673225,0.06781339,0.04803448,0.1497546,0.09324341,0.0875923,0.04520893,0.1073712,0.1045456,0.06498783,0.0875923,0.2119168,0.03955781,0.1582312,0.1101968,0.1101968,0.03390669,0.05933671,0.05651116,0.1610568,0.08194118,0.04803448,0.02543002,0.03108114,0.1412779,0.04803448,0.07063895,0.1356268,0.03390669,0.07911562,0.02825558,0.1695335,0.04238337,0.1045456,0.04803448,0.09606896,0.06781339,0.01695335,0.01977891,0.01130223,0.09889452,0.07063895,0.0536856,0.06498783,0.02543002,0.06498783,0.04238337,0.09324341,0.07911562,0.0875923,0.07629006,0.03390669,0.0536856,0.002825558,0.1186734,0.03390669,0.1384523,0.01977891,0.02260446,0.04803448,0.04520893,0.09606896,0.0536856,0.01977891,0.01130223,0.1017201,0.03108114,0.0875923,0.01695335,0.1384523,0.1808357,0.1638824,0.03955781,0.03955781,0.09324341,0.04520893,0.07063895,0.04238337,0.09041785,0.07911562,0.1186734,0.04238337,0.06498783,0.01695335,0.002825558,0.146929,0.1017201,0.03108114,0.07063895,0.1299757,0.03390669,0.03390669,0.1017201,0.01695335,0.06498783,0.0536856,0.03390669,0.01977891,0.09606896,0.03108114,0.06216227,0.07063895,0.05651116,0.005651116,0.07911562,0.06781339,0.03673225,0.07629006,0.02543002,0.03955781,0.01695335,0.02260446,0.05086004,0.03955781,0.03108114,0.02543002,0.04520893,0.03108114,0.02260446,0.03108114,0.01977891,0.02543002,0.1101968,0.05086004,0.06216227,0.04803448,0.1017201,0.06498783,0.05651116,0.01130223,0.0875923,0.01412779,0.002825558,0.02260446,0.05086004,0.07629006,0.0875923,0.05651116,0.09041785,0.03955781,0.2910325,0.08194118,0.02825558,0.1045456,0.04803448,0.0536856
potato004.png,p,0.0171802,0.03436041,0.03436041,0.06872082,0.1030812,0.0171802,0.03436041,0.06872082,0.05154061,0.1374416,0.0171802,0.06872082,0,0.05154061,0.0171802,0,0.08590102,0.1202614,0.2405229,0.0171802,0.08590102,0.2577031,0.06872082,0.1030812,0.0171802,0.06872082,0.03436041,0.08590102,0.2405229,0.05154061,0.171802,0.08590102,0.03436041,0.03436041,0.03436041,0.1030812,0,0,0.1030812,0.03436041,0,0.05154061,0,0,0.0171802,0.1546218,0.06872082,0,0.1889822,0.05154061,0.03436041,0,0,0,0,0.06872082,0.03436041,0.05154061,0.0171802,0.03436041,0.05154061,0.1374416,0.05154061,0.05154061,0.0171802,0.0171802,0,0,0.0171802,0.03436041,0,0,0.0171802,0.03436041,0.0171802,0.2920635,0.0171802,0,0.0171802,0.1030812,0,0.1546218,0,0.05154061,0.06872082,0.0171802,0,0.08590102,0.05154061,0.03436041,0,0.08590102,0.1374416,0.05154061,0.0171802,0,0.03436041,0,0.0171802,0.03436041,0,0.03436041,0.08590102,0.2748833,0.1374416,0.03436041,0.08590102,0.03436041,0.05154061,0.2233427,0.1546218,0.03436041,0.1202614,0.0171802,0.0171802,0.05154061,0.05154061,0.0171802,0.03436041,0.03436041,0.0171802,0.05154061,0.03436041,0,0.1030812,0.06872082,0.1889822,0.0171802,0,0,0.03436041,0,0.03436041,0,0.0171802,0.0171802,0.1202614,0.0171802,0.1374416,0.0171802,0.05154061,0,0.1374416,0.0171802,0,0,0,0.0171802,0.08590102,0.03436041,0.06872082,0,0,0.05154061,0.0171802,0.03436041,0.03436041,0,0.1030812,0
potato005.png,p,0.1087142,0,0,0.09059516,0.01811903,0,0.05435709,0,0.01811903,0.1268332,0.01811903,0.01811903,0.03623806,0.01811903,0,0.1268332,0.01811903,0.07247613,0.01811903,0,0.1811903,0.03623806,0.03623806,0.1087142,0.01811903,0.1630713,0,0,0.01811903,0.07247613,0.1811903,0.07247613,0.03623806,0,0,0.03623806,0.01811903,0,0,0.07247613,0.03623806,0.01811903,0,0.01811903,0.07247613,0.03623806,0.01811903,0,0.05435709,0.05435709,0.01811903,0.05435709,0,0.03623806,0,0.1268332,0.2717855,0.1268332,0.1087142,0.01811903,0.01811903,0.07247613,0.05435709,0,0.07247613,0,0.09059516,0.01811903,0,0,0.01811903,0.07247613,0.01811903,0,0.01811903,0.03623806,0.01811903,0.01811903,0.03623806,0.01811903,0.01811903,0.2899045,0,0.01811903,0.09059516,0.09059516,0,0,0.07247613,0.07247613,0.01811903,0.05435709,0.1449523,0.1993093,0,0.05435709,0,0.01811903,0.01811903,0.05435709,0.1087142,0.05435709,0.01811903,0.05435709,0.07247613,0.03623806,0.01811903,0,0.01811903,0.1811903,0.1087142,0.01811903,0.3442616,0.1811903,0.05435709,0.1087142,0.05435709,0,0.01811903,0.03623806,0.1811903,0,0.03623806,0,0,0.03623806,0.1087142,0.03623806,0.03623806,0.03623806,0,0.05435709,0.1630713,0,0.03623806,0,0.03623806,0.1087142,0.07247613,0,0.01811903,0.09059516,0.05435709,0,0.03623806,0.07247613,0.01811903,0,0,0,0.2899045,0.05435709,0.01811903,0.03623806,0.03623806,0.03623806,0.03623806,0.01811903,0.07247613,0
potato006.png,p,0.021937,0.06581099,0,0.087748,0.087748,0,0.043874,0,0,0.241307,0,0,0,0,0,0.153559,0.043874,0.087748,0.06581099,0.021937,0.285181,0.043874,0,0.043874,0,0.043874,0,0.021937,0.175496,0.021937,0.197433,0.021937,0.021937,0,0,0,0,0,0.241307,0.021937,0,0.109685,0,0,0.021937,0.043874,0.087748,0,0.021937,0,0,0.021937,0,0,0.021937,0.131622,0.021937,0.197433,0.021937,0.021937,0,0,0.06581099,0,0,0.043874,0.087748,0,0,0,0,0,0.043874,0.131622,0.131622,0.087748,0,0.131622,0,0.043874,0,0.131622,0.021937,0,0.087748,0,0.043874,0.021937,0.021937,0,0.043874,0.087748,0.043874,0.109685,0.043874,0,0,0.021937,0,0.06581099,0,0.043874,0.109685,0.153559,0,0.043874,0,0.021937,0,0.109685,0.109685,0.021937,0.21937,0,0.021937,0.175496,0.043874,0.109685,0.043874,0.021937,0.06581099,0.021937,0.021937,0,0.043874,0.021937,0.043874,0.175496,0.153559,0,0,0.06581099,0.021937,0,0.087748,0,0.109685,0,0,0.021937,0.043874,0.131622,0,0,0,0.21937,0,0.087748,0,0,0.241307,0.06581099,0.153559,0.06581099,0.153559,0,0.043874,0.06581099,0,0.043874
potato007.png,p,0.02410163,0,0,0.0723049,0.01205082,0.01205082,0.01205082,0.04820327,0.01205082,0.06025409,0,0.03615245,0.04820327,0.01205082,0.2771688,0.03615245,0.0723049,0.01205082,0.02410163,0,0.01205082,0,0.02410163,0.1084573,0,0.06025409,0.01205082,0,0.06025409,0.02410163,0.03615245,0.01205082,0.04820327,0,0.2169147,0.1566606,0.04820327,0.09640653,0,0.1446098,0.03615245,0,0.03615245,0,0.01205082,0.01205082,0.1084573,0.0723049,0,0.01205082,0.1566606,0.03615245,0.1084573,0.03615245,0.01205082,0,0.04820327,0.09640653,0.04820327,0.03615245,0.01205082,0.02410163,0.01205082,0.06025409,0.0723049,0.1084573,0.2771688,0.0723049,0,0.03615245,0.01205082,0,0.1807623,0,0.1687114,0.04820327,0.03615245,0,0.03615245,0.04820327,0.04820327,0,0.01205082,0,0.01205082,0.02410163,0.04820327,0.0723049,0.1084573,0.0723049,0.04820327,0.08435572,0.1205082,0.08435572,0.04820327,0.2771688,0.02410163,0.2410163,0.1566606,0,0.08435572,0.01205082,0.02410163,0,0.01205082,0.132559,0.02410163,0.1084573,0.2410163,0,0.01205082,0.06025409,0.01205082,0.08435572,0.1687114,0.01205082,0.03615245,0.04820327,0.01205082,0.08435572,0.01205082,0.04820327,0,0.01205082,0.0723049,0.03615245,0,0.04820327,0.03615245,0.03615245,0,0.01205082,0.03615245,0.2289655,0.1687114,0.06025409,0.01205082,0.08435572,0,0.06025409,0.0723049,0.02410163,0,0.03615245,0.0723049,0,0.132559,0,0.02410163,0.04820327,0.02410163,0.01205082,0,0.09640653,0.01205082,0.03615245,0.01205082,0.02410163,0,0
potato008.png,p,0.09825671,0.009825671,0,0.09825671,0,0.03930268,0.06877969,0.02947701,0,0.05895402,0.1572107,0.08843104,0,0.01965134,0.03930268,0.009825671,0.05895402,0.117908,0.06877969,0.03930268,0.01965134,0.08843104,0.04912835,0,0.04912835,0.2161648,0.05895402,0.01965134,0.04912835,0.05895402,0.01965134,0.07860537,0.01965134,0,0.02947701,0.117908,0,0.1277337,0.03930268,0.1866877,0.03930268,0.04912835,0.01965134,0.01965134,0,0.09825671,0.03930268,0.117908,0.07860537,0.1473851,0.05895402,0.07860537,0,0.02947701,0.02947701,0.09825671,0.009825671,0.009825671,0.07860537,0.1375594,0.07860537,0.02947701,0.07860537,0.02947701,0.05895402,0.05895402,0,0.009825671,0.04912835,0.02947701,0.06877969,0.06877969,0.04912835,0.009825671,0.009825671,0.01965134,0.1080824,0.02947701,0.009825671,0.117908,0.09825671,0.05895402,0,0.009825671,0.06877969,0.08843104,0.01965134,0.009825671,0.03930268,0.07860537,0.009825671,0.06877969,0.04912835,0.1277337,0.02947701,0.03930268,0,0.01965134,0.02947701,0.009825671,0.07860537,0.08843104,0.009825671,0.2456418,0.01965134,0.01965134,0.009825671,0.02947701,0.06877969,0.08843104,0.06877969,0.09825671,0.06877969,0.08843104,0.02947701,0.04912835,0.01965134,0,0.117908,0.1375594,0.01965134,0.1080824,0.03930268,0.03930268,0.05895402,0.03930268,0.2947701,0.04912835,0.01965134,0.01965134,0.06877969,0.117908,0.04912835,0.1375594,0,0.04912835,0.04912835,0.009825671,0.1965134,0.03930268,0.08843104,0.07860537,0.01965134,0.009825671,0.01965134,0.05895402,0.01965134,0.009825671,0.2161648,0.2849444,0.1473851,0.01965134,0.06877969,0.01965134,0.05895402,0.1080824,0.03930268,0.009825671,0.01965134,0.01965134
potato009.png,p,0.2047729,0,0.2691301,0.02925327,0.07020785,0.01170131,0.07605851,0.1462664,0.005850655,0.01755196,0.07020785,0.04680524,0.03510392,0.01170131,0.09361047,0.01170131,0.09361047,0.02925327,0.01170131,0.08775982,0.05265589,0.01755196,0.02340262,0.01755196,0.02340262,0.07020785,0.01755196,0.005850655,0.01755196,0.07020785,0.04680524,0.04095458,0.01170131,0,0.1111624,0.02340262,0.02925327,0.0643572,0.01755196,0.1111624,0.005850655,0.005850655,0.04095458,0.01170131,0.1170131,0,0.09361047,0.04680524,0.02340262,0.02925327,0.07020785,0.04095458,0.1462664,0.05265589,0.01170131,0.01170131,0.09946112,0.2574288,0.03510392,0.01755196,0.01755196,0.01755196,0.02925327,0.05850654,0.1170131,0.0643572,0.09361047,0.0643572,0.01755196,0.01170131,0.01755196,0.0643572,0.04680524,0,0.1170131,0.01170131,0.04680524,0.07605851,0.1053118,0.01170131,0.05265589,0.01755196,0.02340262,0.01755196,0.02925327,0.01170131,0.07020785,0.05850654,0.1170131,0.1228637,0.05265589,0.04680524,0.03510392,0.1228637,0,0.01170131,0.05850654,0.08190916,0.1638183,0,0.1638183,0.02340262,0.08190916,0.05265589,0,0.03510392,0.01170131,0.04095458,0.05265589,0.005850655,0,0.01170131,0.02925327,0.04095458,0.04095458,0.02340262,0.01170131,0.152117,0.02925327,0.02340262,0.05265589,0.01755196,0.09361047,0.02340262,0.1053118,0.01170131,0.02925327,0.02925327,0.1287144,0.1930716,0.05265589,0.01170131,0.1404157,0.0643572,0.1462664,0.1404157,0.01755196,0.02340262,0.01755196,0.09361047,0.1404157,0.1053118,0.005850655,0.05850654,0.1404157,0.01755196,0.02340262,0.3744419,0.02340262,0.04095458,0.05265589,0.005850655,0.005850655,0.08190916,0.01170131,0.005850655,0.07020785,0.09361047,0,0.07020785
potato010.png,p,0.01762679,0.2820286,0.01762679,0.01762679,0,0,0.03525358,0.008813395,0.01762679,0.05288037,0.06169377,0.04406698,0.01762679,0.008813395,0.04406698,0,0.02644019,0.07050716,0.02644019,0.03525358,0.008813395,0.1057607,0.07050716,0.02644019,0.04406698,0.1057607,0.08813395,0.1410143,0.2555885,0.008813395,0.03525358,0.06169377,0.02644019,0.1145741,0.04406698,0.09694735,0.07932056,0.01762679,0.1233875,0.01762679,0.1145741,0.06169377,0.07050716,0.1674545,0,0.07932056,0.04406698,0.05288037,0.08813395,0.09694735,0.05288037,0.05288037,0.02644019,0,0.2555885,0.06169377,0.01762679,0.03525358,0.06169377,0.06169377,0.1233875,0.05288037,0.09694735,0.07050716,0.02644019,0.05288037,0.008813395,0.02644019,0.06169377,0.01762679,0.1057607,0,0.04406698,0.02644019,0.02644019,0.05288037,0.04406698,0.05288037,0,0.09694735,0,0.06169377,0,0.07932056,0.1233875,0.07050716,0.01762679,0.1145741,0.02644019,0.07932056,0.07932056,0.07050716,0.01762679,0.09694735,0.2467751,0.02644019,0.05288037,0.008813395,0.01762679,0.2996554,0.05288037,0.1057607,0.01762679,0.03525358,0.1233875,0.01762679,0.1410143,0,0.02644019,0.1674545,0.01762679,0,0.04406698,0.01762679,0.03525358,0.01762679,0.06169377,0,0,0.1057607,0.1586411,0.06169377,0.07932056,0.03525358,0.01762679,0.04406698,0.05288037,0.1057607,0,0,0.03525358,0.1322009,0.008813395,0.09694735,0,0.008813395,0.07932056,0.01762679,0.05288037,0,0.008813395,0,0.01762679,0.05288037,0.06169377,0.008813395,0.008813395,0,0.01762679,0.04406698,0.02644019,0.01762679,0.1145741,0.1233875,0.07932056,0.04406698,0.03525358,0,0.1322009,0.08813395
