Name,Class,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80
potato001.png,p,0.1155059,0.06270319,0.05280269,0.1617082,0.1848094,0.09570488,0.1914098,0.1518077,0.07920404,0.04950252,0.03630185,0.02640134,0.09240471,0.06600336,0.1386071,0.1287066,0.1386071,0.1254064,0.09570488,0.1386071,0.1254064,0.1683086,0.05280269,0.1221062,0.1254064,0.1122057,0.0726037,0.06270319,0.1188061,0.09900504,0.08910454,0.06270319,0.1683086,0.1122057,0.08250421,0.08580437,0.06930353,0.08250421,0.05940303,0.1386071,0.05610286,0.09570488,0.04290219,0.02640134,0.3366171,0.08910454,0.07590387,0.07590387,0.1287066,0.06930353,0.03300168,0.1089055,0.1947099,0.02640134,0.03960202,0.05940303,0.006600336,0.2145109,0.02970151,0.09900504,0.07590387,0.06930353,0.09570488,0.1386071,0.06270319,0.1485076,0.1584081,0.06930353,0.1122057,0.06270319,0.05280269,0.1683086,0.05940303,0.08580437,0.1287066,0.08910454,0.08910454,0.04950252,0.1452074,0.1089055
potato002.png,p,0.1141155,0.1597617,0.1217232,0.0152154,0.1293309,0.06086159,0.09129239,0.0304308,0.1141155,0.06846929,0.06086159,0.1293309,0.0304308,0.1217232,0.007607699,0.07607699,0.0304308,0.0152154,0.007607699,0.0380385,0.2814849,0.05325389,0.04564619,0.1749771,0.0304308,0.08368469,0.06846929,0.0304308,0.152154,0.0152154,0.04564619,0.152154,0.05325389,0.04564619,0.1217232,0.0228231,0.007607699,0.0228231,0.0152154,0.0380385,0.06086159,0.3575619,0.0152154,0.08368469,0.1749771,0.007607699,0.0380385,0.0228231,0.06086159,0.06086159,0.1749771,0.007607699,0.1141155,0.3195234,0.0380385,0.0304308,0.04564619,0.1141155,0.05325389,0.1141155,0.06086159,0.08368469,0.04564619,0.007607699,0.3499542,0.0380385,0.0152154,0.07607699,0.05325389,0.1597617,0.1141155,0.3119157,0.007607699,0.0228231,0.06086159,0.07607699,0.0228231,0.06086159,0.0152154,0.0304308
potato003.png,p,0.1254884,0.1008021,0.1110881,0.1460602,0.05760121,0.1296027,0.09668776,0.0596584,0.1049165,0.08023027,0.02262905,0.02262905,0.154289,0.02057186,0.1460602,0.08434463,0.1686893,0.1872039,0.05760121,0.09051619,0.04114373,0.08434463,0.1110881,0.07200152,0.05142966,0.0740587,0.006171559,0.1337171,0.1193168,0.1172596,0.09668776,0.05348684,0.2160046,0.03908654,0.09668776,0.04114373,0.09668776,0.05760121,0.08845901,0.1974899,0.06582996,0.06377278,0.1789752,0.01234312,0.2345192,0.265377,0.1049165,0.08640182,0.1008021,0.03908654,0.03085779,0.209833,0.09463057,0.03291498,0.02674342,0.1275456,0.04320091,0.05554403,0.07200152,0.0596584,0.1193168,0.09257338,0.03085779,0.1090309,0.03291498,0.1131452,0.1419459,0.0596584,0.1419459,0.01234312,0.04114373,0.03702935,0.3003492,0.09051619,0.08023027,0.06994433,0.1357743,0.1357743,0.1522318,0.04114373
potato004.png,p,0.09731612,0.1946322,0.08341381,0.0278046,0,0.139023,0,0.139023,0.139023,0.0139023,0.0278046,0.0417069,0.06951151,0.0417069,0.0417069,0,0.3753622,0.09731612,0.139023,0.1946322,0.0139023,0.0278046,0.1529253,0.139023,0.0417069,0.1807299,0,0,0.139023,0.139023,0.0139023,0,0.1251207,0,0.09731612,0.139023,0.1112184,0.278046,0.06951151,0.139023,0.06951151,0.08341381,0.2502414,0.05560921,0.1529253,0.08341381,0.1529253,0.1251207,0.0417069,0.1807299,0.0278046,0.0139023,0.0417069,0,0.0417069,0.05560921,0.0139023,0.06951151,0.0139023,0.0278046,0.05560921,0.0278046,0,0.06951151,0.0417069,0.1807299,0.08341381,0.06951151,0.1807299,0.0139023,0.0139023,0.0278046,0.0139023,0.1112184,0.08341381,0.1112184,0.1529253,0.0417069,0.2224368,0.05560921
potato005.png,p,0.04330127,0.01443376,0.02886751,0.04330127,0,0.11547,0.1010363,0.04330127,0.07216878,0.04330127,0.05773502,0.01443376,0.07216878,0.01443376,0.01443376,0.01443376,0.07216878,0.07216878,0.2165063,0.3319764,0.07216878,0.05773502,0,0.1443376,0.05773502,0.05773502,0,0.01443376,0.1732051,0.04330127,0.1010363,0.02886751,0.08660254,0.04330127,0.08660254,0.3175426,0.07216878,0.2165063,0,0.07216878,0.07216878,0.1587713,0.3319764,0,0.2309401,0.01443376,0.1587713,0.02886751,0.2020726,0.07216878,0.01443376,0.05773502,0.11547,0.01443376,0,0.04330127,0.1587713,0.07216878,0.11547,0.04330127,0.04330127,0.2453738,0.07216878,0.04330127,0.01443376,0.07216878,0.08660254,0.05773502,0.01443376,0.01443376,0,0.05773502,0.02886751,0.05773502,0.04330127,0.2020726,0.04330127,0.02886751,0.04330127,0.2453738
potato006.png,p,0.03472097,0.05208145,0,0.05208145,0.06944194,0.06944194,0.08680242,0,0.01736048,0,0.03472097,0.01736048,0.05208145,0.03472097,0.01736048,0.06944194,0.1736048,0.06944194,0.08680242,0.1562444,0.06944194,0.2604073,0,0.1736048,0,0.01736048,0.08680242,0.05208145,0,0,0.1215234,0.1041629,0.1909653,0.1215234,0.1909653,0.1562444,0.1041629,0.1388839,0.05208145,0.2604073,0,0.01736048,0.4340121,0,0.1041629,0.2256863,0.03472097,0.06944194,0.1909653,0.05208145,0.05208145,0.01736048,0,0.01736048,0.03472097,0.03472097,0.01736048,0.3472097,0.05208145,0.01736048,0.1041629,0.1041629,0.01736048,0.01736048,0.01736048,0.1562444,0.03472097,0.05208145,0.01736048,0,0,0.08680242,0.1215234,0.03472097,0.06944194,0.08680242,0.1388839,0,0.01736048,0.1215234
potato007.png,p,0.1638255,0.1638255,0.327651,0.07709435,0.2409198,0.01927359,0.05782076,0.01927359,0.09636793,0.09636793,0.02891038,0.327651,0,0.1349151,0.009636793,0.07709435,0.02891038,0.01927359,0.06745755,0.03854717,0.1541887,0.05782076,0.04818397,0.05782076,0.1156415,0,0.03854717,0,0.1734623,0.01927359,0.2023727,0.2891038,0.02891038,0.02891038,0.1156415,0.02891038,0.009636793,0,0.1252783,0.02891038,0.1060047,0.1638255,0.02891038,0.06745755,0.1349151,0.009636793,0.06745755,0.02891038,0.02891038,0.03854717,0.009636793,0.01927359,0.05782076,0.07709435,0.06745755,0.02891038,0.02891038,0.1349151,0.02891038,0.1445519,0.1060047,0.03854717,0.08673114,0.01927359,0.1830991,0.06745755,0.02891038,0.1445519,0.1252783,0.1541887,0.2409198,0.2505566,0.02891038,0.06745755,0.03854717,0.03854717,0.02891038,0.03854717,0.01927359,0.01927359
potato008.png,p,0.06225351,0.1322887,0.1867605,0.101162,0,0.1867605,0.08559858,0.03890844,0.08559858,0.1167253,0.01556338,0.03890844,0.101162,0.03890844,0.06225351,0.03112676,0.225669,0.01556338,0.0700352,0.08559858,0.05447182,0.03890844,0.2723591,0.04669013,0.02334507,0.09338026,0.03890844,0.06225351,0.2412324,0.03890844,0.06225351,0.04669013,0.07781689,0.04669013,0.09338026,0.03890844,0.05447182,0.1089436,0.08559858,0.0700352,0.124507,0.03112676,0.08559858,0.03112676,0.2178873,0.07781689,0.124507,0.03890844,0.06225351,0.1322887,0.02334507,0.1478521,0.1089436,0.05447182,0.101162,0.08559858,0.03112676,0.101162,0.05447182,0.1089436,0.06225351,0.1322887,0.03112676,0.1789788,0.03112676,0.09338026,0.1089436,0.03890844,0.1167253,0.03890844,0.1711972,0.08559858,0.03112676,0.3579577,0.1789788,0.1400704,0.1867605,0.0700352,0.1789788,0.03112676
potato009.png,p,0.1163687,0.1208444,0.09399009,0.1566502,0.2014073,0.02685431,0.2416888,0.008951438,0.02237859,0.08503866,0.1790287,0.05818434,0.02237859,0.1790287,0.01342716,0.1163687,0.06713578,0.02237859,0.0716115,0.06713578,0.08056294,0.1835045,0.04475719,0.1342716,0.1342716,0.02685431,0.2103588,0.07608722,0.04923291,0.004475719,0.08056294,0.1074173,0.04028147,0.03580575,0.0716115,0.06713578,0.01790288,0.02237859,0.03580575,0.02237859,0.03580575,0.06713578,0.05370863,0.1387473,0.1476987,0.02237859,0.06713578,0.01790288,0.04028147,0.04028147,0.4162419,0.0716115,0.08951437,0.08951437,0.3401546,0.01790288,0.1163687,0.04028147,0.004475719,0.08951437,0.1790287,0.08056294,0.174553,0.02237859,0.1476987,0.04923291,0.03580575,0.05370863,0.1476987,0.1611259,0.1029415,0.09399009,0.004475719,0.04923291,0.03133003,0.04923291,0.03133003,0.02685431,0.04475719,0.05818434
potato010.png,p,0.0648995,0.04542965,0.09085929,0.0519196,0.03244975,0.1557588,0.01946985,0.0389397,0.1752286,0,0.00648995,0.0259598,0.1492689,0.0389397,0.1557588,0.08436935,0.0778794,0.3050276,0.08436935,0.0778794,0.0389397,0.05840955,0.0389397,0.05840955,0.01946985,0.1427789,0,0.3180075,0.08436935,0.123309,0.04542965,0.00648995,0.1168191,0,0.01946985,0.09085929,0.04542965,0.1557588,0.1362889,0.1622487,0.09734925,0.0259598,0.0778794,0.0259598,0.09085929,0.2531081,0.04542965,0.09085929,0.0259598,0.03244975,0,0.0519196,0.0778794,0.0648995,0.00648995,0.1103291,0,0.09085929,0.0519196,0.05840955,0.0259598,0.09085929,0.0259598,0.1882086,0.0259598,0.0778794,0.1038392,0.0519196,0.1168191,0.01946985,0.129799,0.03244975,0.4023769,0.1362889,0.1038392,0.0648995,0.0129799,0.1882086,0.1946985,0.00648995
